DataSet,Order,Family,Genus,Species,Lat,Long,NumObs,NumPreyTypes,rare_NT,NetSpec,yInt,MF,rare_MF,sp50,Gini,SE,rare_SE,Mass,ID_MF,MMF,MSP,MLP,MassRange,RichBirds,RichMamms,RichStrigB,RichStrigNB,RichAccB,RichAccNB,NumHabs,RangeSize,fBirds,fMamms,fIns,funidBird,funidMamm,MOS,SD,Season,Temp,Seasonality,AnnPrecip,PrecipSeason,Biome,EqSplit,FairProp
11,Acciptriformes,Acciptridae,Accipiter,Accipiter cooperii,48.494,-122.897,110,26,10.31,0.339386367432983,0.320754128957338,0.227272727272727,0.45,2.88888888888889,0.383635655578102,2.65810768406911,2.07807290105994,6.06301747219289,Species,4.36309862478836,2.9704144655697,7.51328362536041,1812.72,196,79,11,12,9,7,1,8393137.06,0.845454545454545,0.154545454545455,0,0,0,78.5,1.17851276312313,Breeding,9.78113269805908,3.01572227478027,0.0351562909781933,59.1501388549805,5,18.5468790529535,19.2362922705701
12,Acciptriformes,Acciptridae,Accipiter,Accipiter cooperii,39.463,-87.383,57,8,4.34,0.86090438486849,1.31656751998731,0.56140350877193,0.85,1,0.594949494949495,1.28238528501901,1.08396917468511,6.06301747219289,Species,4.34562195278008,3.27752202030093,5.86986172534873,327.69,142,51,5,7,9,9,1,8393137.06,0.982456140350877,0.0175438596491228,0,0,0.0175438596491228,77.14,1.39066287498395,,12.1261768341064,9.80334663391113,0.0355580188333988,16.6384792327881,4,18.5468790529535,19.2362922705701
13,Strigiformes,Tytonidae,Tyto,Tyto alba,41.9275,-102.49916667,362,13,5.62,0.461702187919279,0.597014946900805,0.37292817679558,0.6,1.54117647058824,0.73541842772612,1.71446308069835,1.45347457670516,5.99973029152501,Species,3.60413822565885,1.53901544813755,6.97143405564532,1061.09,147,66,6,6,8,7,1,63140525.19,0.00552486187845304,0.994475138121547,0,0.00552486187845304,0,36.75,1.67145158835493,Breeding,8.43353939056396,14.1371984481812,0.00217988761141896,87.5553131103516,13,59.0468688737535,41.6526692915822
14,Strigiformes,Strigidae,Bubo,Bubo virginianus,41.9275,-102.49916667,73,10,6.05,0.425326403409487,0.536074643895209,0.356164383561644,0.5,1.7,0.531482310792656,1.77373106886116,1.55641174372705,7.362454896968,Species,4.10098910494077,3.60413822565885,6.97143405564532,1029,147,66,6,6,8,7,1,24426738.59,0.0136986301369863,0.986301369863014,0,0.0136986301369863,0,36.75,0.741966831951627,Breeding,8.43353939056396,14.1371984481812,0.00217988761141896,87.5553131103516,13,11.9032995992574,12.9049413304668
15,Acciptriformes,Acciptridae,Aquila,Aquila chrysaetos,43.094,-116.042,616,27,5.85,1.04585829074084,1.53269118393695,0.541195476575121,0.8,1,0.729433871667728,1.64313915965415,1.29860210218185,8.35419650074994,Species,7.79254708779689,3.50645789231965,9.50348226245859,13373,175,78,9,7,9,8,1,39450257.98,0.145395799676898,0.810985460420032,0,0.0468497576736672,0,2422.48,1.9078450938463,Breeding,12.1108150482178,9.30452346801758,0.0094066308811307,43.3982772827148,13,9.67241334246601,12.8779673484401
16,Acciptriformes,Acciptridae,Accipiter,Accipiter striatus,34.7,-106.4,48,20,10.52,0.210965330953107,0.216420355710384,0.1875,0.45,3.66666666666667,0.253983969825554,2.66974070689977,2.16517771560585,4.87206264423232,Species,4.36309862478836,2.50143595173921,4.45131946116983,73.54,200,111,11,10,12,10,1,16375303.87,1,0,0,0,0,78.5,0.787111888896848,Migration,7.90398788452148,9.04038429260254,0.0325336381793022,69.7069091796875,4,14.8736963630343,16.111767612771
17,Acciptriformes,Acciptridae,Aquila,Aquila chrysaetos,43.094,-116.042,2915,76,7.99,0.512131266298401,0.574839348880847,0.354395604395604,0.65,1.77941176470588,0.692048048051211,2.32082621520787,1.74101272812502,8.35419650074994,Species,7.79254708779689,3.38777436133001,9.50348226245859,13376.73,175,78,9,7,9,8,1,39450257.98,0.210508241758242,0.733516483516483,0.000686813186813187,0,0,2422.48,1.78756851716353,Breeding,12.1108150482178,9.30452346801758,0.0094066308811307,43.3982772827148,13,9.67241334246601,12.8779673484401
18,Acciptriformes,Acciptridae,Aquila,Aquila chrysaetos,36.38,-108.05,660,22,5.5,0.627756896629078,0.85421600529686,0.43010752688172,0.7,1.20776255707763,0.768851452473234,1.59153202249623,1.30840492587955,8.35419650074994,Species,NaN,4.65224459337402,8.86578172831603,6980.51,205,109,10,9,12,9,1,39450257.98,0.0967741935483871,0.8678955453149,0,0,0,2422.48,1.62161391566591,Breeding,10.9982395172119,9.74163627624512,0.0121381878852844,26.0818634033203,13,9.67241334246601,12.8779673484401
19,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-33.127,-70.8892,663.45795642,5,3.76,1.22254638064716,2.28907286021164,0.677590788308237,0.9,1,0.598970840480274,0.979884051955539,0.892092146567783,5.84643877505772,Species,3.19948911106801,2.78809290877575,5.8240217505425,322.08,160,36,6,6,7,8,2,12522294.39,0,1,0,0,0,NaN,NaN,Year round,14.773754119873,4.74503040313721,0.0164922811090946,97.6683349609375,12,25.8254028592003,17.466608847275
20,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,34.296,-118.55,74,3,2.47,1.9533719874695,5.90348287470756,0.837837837837838,1,1,0.566666666666667,0.546456422248576,0.465396857836473,5.84643877505772,Species,2.78809290877575,2.23751309625033,4.05039267469292,48.05,213,99,9,9,8,12,2,12522294.39,0,1,0,0,0,NaN,NaN,,16.9667148590088,4.93002557754517,0.0135528985410929,98.5717849731445,12,25.8254028592003,17.466608847275
21,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,33.283,-117.097,202,9,3.37,1.08747377176663,1.97556008641607,0.663366336633663,0.9,1,0.791880341880342,0.967382461138231,0.805762945358909,5.84643877505772,Species,4.05039267469292,2.23751309625033,4.05039267469292,48.05,205,95,10,9,12,13,1,12522294.39,0.0099009900990099,0.99009900990099,0,0.0099009900990099,0,NaN,NaN,Year round,15.8624849319458,4.73762178421021,0.014344135299325,82.6139221191406,12,25.8254028592003,17.466608847275
22,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,36.38,-121.567,35,4,2.86,1.97138989083298,5.95688586099363,0.83,1,1,0.647619047619048,0.607847264189008,0.534161398617271,5.84643877505772,Species,4.05039267469292,2.23751309625033,4.74275584894065,105.38,181,68,9,9,9,12,3,12522294.39,0,0.97,0.03,0,0,NaN,NaN,,12.936315536499,3.98724102973938,0.0155898658558726,92.8137130737305,12,25.8254028592003,17.466608847275
23,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,36.923,-121.768,214,6,2.12,2.56530609159591,11.8500184299081,0.911214953271028,1,1,0.853615520282187,0.371323365786039,0.279760867944434,5.84643877505772,Species,4.05039267469292,2.23751309625033,5.43733990519684,220.46,218,106,11,10,11,12,4,12522294.39,0,1,0,0,0,NaN,NaN,Breeding,13.6914510726929,3.08126640319824,0.0166373122483492,95.3268890380859,12,25.8254028592003,17.466608847275
24,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-33.433,-70.783,718,6,4.9,0.41032015765384,0.570072860637508,0.352367688022284,0.65,1.53266331658291,0.478956972158455,1.46872592470325,1.36526918300106,5.84643877505772,Species,3.19948911106801,2.78809290877575,5.8240217505425,322.08,160,36,6,6,7,8,2,12522294.39,0.0278551532033426,0.972144846796657,0,0.0278551532033426,0.0501392757660167,NaN,NaN,,15.602744102478,4.78959035873413,0.0165650602430105,90.6739044189453,12,25.8254028592003,17.466608847275
25,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-33.35,-70.533,151,7,5.03,0.477266575078423,0.650779885152523,0.370860927152318,0.65,1.375,0.547724399494311,1.49040934100035,1.34518148818433,5.84643877505772,Species,3.29583686600433,3.19948911106801,5.34710753071747,185.48,160,36,6,6,7,8,1,12522294.39,0.0198675496688742,0.980132450331126,0,0.0198675496688742,0.0662251655629139,NaN,NaN,,9.89059734344482,5.110595703125,0.0273243375122547,48.2992401123047,4,25.8254028592003,17.466608847275
26,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-29.583,-52.2,2170,15,5.23,1.96214745826541,4.77762123870892,0.672811059907834,0.9,1,0.780855562784645,1.29535294643106,1.06796264341738,5.84643877505772,Species,2.78809290877575,2.78809290877575,6.30809844150953,532.75,399,99,14,14,22,21,1,12522294.39,0.043778801843318,0.874654377880184,0.00184331797235023,0.043778801843318,0,31.32,0.885824515034206,,18.5117835998535,3.77201676368713,0.0643955022096634,15.1822423934937,1,25.8254028592003,17.466608847275
27,Strigiformes,Tytonidae,Tyto,Tyto alba,-29.583,-52.2,2087,20,3.77,2.69384600020392,12.0648960160494,0.816003833253474,1,1,0.846806641965143,0.867073506299509,0.631598532067705,5.99973029152501,Species,2.78809290877575,2.52492832413749,6.80682936039218,891.51,399,99,14,14,22,21,1,63140525.19,0.00718735026353618,0.985625299472927,0,0.00718735026353618,0,31.32,1.37902627095523,,18.5117835998535,3.77201676368713,0.0643955022096634,15.1822423934937,1,59.0468688737535,41.6526692915822
28,Strigiformes,Tytonidae,Tyto,Tyto alba,43.322,11.484,1112,26,6.38,0.59910746785688,0.753617894790962,0.426258992805755,0.75,1.3710407239819,0.819910198569311,1.81060487991196,1.52132954874445,5.99973029152501,Species,NaN,0.756121979721334,5.43428952807125,227,163,65,5,4,10,8,3,63140525.19,0.00809352517985612,0.973920863309353,0.0179856115107914,0.00809352517985612,0,16.25,1.31353068280281,Breeding,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467,12,59.0468688737535,41.6526692915822
29,Strigiformes,Tytonidae,Tyto,Tyto alba,43.322,11.484,788,17,6.63,0.358402500621415,0.441362645380663,0.323604060913706,0.6,2.06153846153846,0.775566852255305,1.91333781272274,1.63313948955577,5.99973029152501,Species,NaN,0.756121979721334,3.31418600467253,25.37,163,65,5,4,10,8,2,63140525.19,0.0114213197969543,0.974619289340101,0.0101522842639594,0.0114213197969543,0,16.25,0.986347197545285,Breeding,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467,12,59.0468688737535,41.6526692915822
30,Strigiformes,Tytonidae,Tyto,Tyto alba,43.322,11.484,194,13,6.19,0.545499139246662,0.703066050703866,0.402061855670103,0.65,1.38,0.651098901098901,1.73183077435507,1.48085881476988,5.99973029152501,Species,NaN,1.50407739677627,5.43428952807125,224.63,163,65,5,4,10,8,3,63140525.19,0.0721649484536082,0.912371134020618,0.0103092783505155,0.0721649484536082,0,16.25,1.28425542698486,Breeding,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467,12,59.0468688737535,41.6526692915822
31,Strigiformes,Tytonidae,Tyto,Tyto alba,43.322,11.484,349,13,5.56,0.554277195747237,0.740540476262021,0.383954154727794,0.7,1.30916030534351,0.63643328100471,1.58582671515592,1.33297092834715,5.99973029152501,Species,NaN,0.756121979721334,5.43428952807125,227,163,65,5,4,10,8,3,63140525.19,0.0114613180515759,0.982808022922636,0,0.0114613180515759,0,16.25,1.21317909115764,Breeding,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467,12,59.0468688737535,41.6526692915822
32,Strigiformes,Tytonidae,Tyto,Tyto alba,43.322,11.484,538,16,6.57,0.430483778344349,0.538256074957828,0.321561338289963,0.7,1.56470588235294,0.750170777988615,1.81885732355686,1.57527974647111,5.99973029152501,Species,NaN,0.756121979721334,5.43428952807125,227,163,65,5,4,10,8,3,63140525.19,0.0427509293680297,0.946096654275093,0.00743494423791822,0.0427509293680297,0,16.25,1.14021204552614,Breeding,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467,12,59.0468688737535,41.6526692915822
33,Strigiformes,Tytonidae,Tyto,Tyto alba,43.322,11.484,277,13,6.41,0.62197876886795,0.790242081259914,0.433212996389892,0.6,1.3135593220339,0.664132637214737,1.74331677021761,1.53429886385081,5.99973029152501,Species,2.99573227355399,0.756121979721334,5.43428952807125,227,163,65,5,4,10,8,3,63140525.19,0.0252707581227437,0.974729241877256,0,0.0252707581227437,0,16.25,1.10007394298406,Breeding,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467,12,59.0468688737535,41.6526692915822
34,Strigiformes,Tytonidae,Tyto,Tyto alba,43.322,11.484,394,14,5.05,1.18489650721674,1.95727942680562,0.604060913705584,0.9,1,0.742266166609842,1.39509255651108,1.10367270743086,5.99973029152501,Species,2.99573227355399,0.756121979721334,2.99573227355399,17.87,163,65,5,4,10,8,1,63140525.19,0.032994923857868,0.931472081218274,0.0253807106598985,0.032994923857868,0,16.25,1.46371771468095,Breeding,13.5502786636353,6.81356000900269,0.0272408835589886,28.9634532928467,12,59.0468688737535,41.6526692915822
35,Acciptriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus ,29.165,-109.684,118,21,8.54,0.396176996051909,0.43072313466322,0.305084745762712,0.65,2.2,0.464789663262946,2.29930510253057,1.87628693091422,8.45544118433979,Species,NaN,4.98961592687218,7.64253372651303,1938.14,217,117,15,14,13,14,2,NaN,0.203389830508475,0.0254237288135593,0,0,0,636.74,0.816680818710218,Breeding,21.363941192627,6.16225814819336,0.0147573491558433,86.8394393920898,2,NaN,NaN
36,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-37.66666,-59.3833,109,8,5.72,0.459600958247338,0.599479750998182,0.376,0.65,1.5,0.528646877924856,1.65216851595407,1.4781577114188,5.84643877505772,Species,NaN,2.78809290877575,6.30809844150953,532.75,150,36,3,3,5,7,2,12522294.39,0,0.936,0,0,0,75.4,0.957822113847492,,13.7905321121216,5.06445026397705,0.0267973076552153,28.9978466033936,8,25.8254028592003,17.466608847275
37,Strigiformes,Tytonidae,Tyto,Tyto alba,-37.66666,-59.3833,487.024,12,4.69,0.945219949873681,1.48559469796426,0.572144288577154,0.85,1,0.705761942786164,1.32163938994297,1.10127768946586,5.99973029152501,Species,NaN,2.78809290877575,6.30809844150953,532.75,150,36,3,3,5,7,2,63140525.19,0,0.997995991983968,0,0,0,75.4,0.757626073314728,,13.7905321121216,5.06445026397705,0.0267973076552153,28.9978466033936,8,59.0468688737535,41.6526692915822
38,Acciptriformes,Acciptridae,Accipiter,Accipiter cooperii,37.348,-92.07,259,42,12.68,0.136920495135852,0.137260539417088,0.127413127413127,0.35,5.63333333333333,0.46751493755108,3.16219813388459,2.39482792490132,6.06301747219289,Order,4.47733681447821,2.68716699018579,7.06714080449303,1158.1,145,56,5,7,9,9,0,8393137.06,0.868725868725869,0.11969111969112,0,0.1003861003861,0,171.89,1.21546207514196,Breeding,13.1129503250122,9.06118774414062,0.0341648198664188,21.1790962219238,4,18.5468790529535,19.2362922705701
39,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-36.5,-63.85,87,11,6.43,0.655047460303877,0.834139239270489,0.436781609195402,0.7,1.275,0.515665125834617,1.73087897564389,1.48188429376889,5.84643877505772,Species,NaN,2.85070650150373,4.26056496613669,53.55,179,54,6,6,8,8,1,12522294.39,0.0344827586206897,0.908045977011494,0.0459770114942529,0,0,NaN,NaN,,15.6863193511963,5.69779920578003,0.0247999969869852,46.8029479980469,8,25.8254028592003,17.466608847275
40,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-36.5,-63.85,82,9,4.22,1.84406257081386,4.69876983881799,0.74390243902439,1,1,0.591862284820031,1.01656013921594,0.810464274195536,5.84643877505772,Species,NaN,3.05870707271538,6.17378610390194,458.7,179,54,6,6,8,8,3,12522294.39,0.0121951219512195,0.951219512195122,0.0365853658536585,0,0,NaN,NaN,,15.6863193511963,5.69779920578003,0.0247999969869852,46.8029479980469,8,25.8254028592003,17.466608847275
41,Acciptriformes,Acciptridae,Accipiter,Accipiter gentilis,46.833,-92.1833,652,41,8.73,0.373400106215005,0.409473715142543,0.309815950920245,0.6,2.3625,0.659565289530446,2.35445422025238,1.8986205042469,6.76393109687218,Species,5.30415032174048,2.9338568698359,7.44426034533474,1691.22,181,57,8,8,9,5,1,31775270.74,0.33282208588957,0.550613496932515,0,0.122699386503067,0.0260736196319018,201.17,1.66401434510914,Breeding,4.71034717559814,11.65163230896,0.0289312060922384,39.3697280883789,4,18.3751277580583,19.064540975675
42,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-36.766,-73.05,71,3,2.94,0.679487625056948,1.12779712685623,0.563,0.8,1,0.332688172043011,0.934963125708282,0.877785676343843,5.84643877505772,Species,3.19948911106801,3.19948911106801,3.65996544394929,14.34,149,40,6,6,8,9,2,12522294.39,0,1,0,0,0,NaN,NaN,Breeding,13.0210361480713,3.37191653251648,0.0270250625908375,90.1587142944336,4,25.8254028592003,17.466608847275
43,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-36.766,-73.05,21,6,4.92,0.436619166290362,0.597924088271575,0.38,0.65,1.50420168067227,0.414639218132668,1.48823641671001,1.36477014374016,5.84643877505772,Species,3.19948911106801,3.19948911106801,3.65996544394929,14.34,149,40,6,6,8,9,2,12522294.39,0,0.856,0.144,0,0,NaN,NaN,Non-breeding,13.0210361480713,3.37191653251648,0.0270250625908375,90.1587142944336,4,25.8254028592003,17.466608847275
44,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-36.766,-73.05,158,6,3.52,0.651759456575067,0.99287233775982,0.487,0.7,1.03601108033241,0.709680977196901,1.12777500288187,1.01598950419827,5.84643877505772,Species,3.19948911106801,3.19948911106801,5.43428952807125,204.61,149,40,6,6,8,9,2,12522294.39,0.012,0.988,0,0,0,NaN,NaN,Breeding,13.0210361480713,3.37191653251648,0.0270250625908375,90.1587142944336,4,25.8254028592003,17.466608847275
45,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-36.766,-73.05,93,11,5.91,0.558760259919275,0.732965017867961,0.409,0.6,1.32616487455197,0.589958737834879,1.65896739966534,1.4636441387552,5.84643877505772,Species,3.19948911106801,2.78809290877575,3.65996544394929,22.61,149,40,6,6,8,9,2,12522294.39,0,0.893,0.107,0,0,NaN,NaN,Non-breeding,13.0210361480713,3.37191653251648,0.0270250625908375,90.1587142944336,4,25.8254028592003,17.466608847275
46,Acciptriformes,Acciptridae,Accipiter,Accipiter gentilis,42.403,-77.674,77,20,10.41,0.206356093897942,0.225485664155138,0.181818181818182,0.45,3.38888888888889,0.40172856027657,2.57492456379369,2.15333149253799,6.76393109687218,Species,6.2745925153512,3.33932197794407,7.06714080449303,1144.59,186,55,7,8,10,8,0,31775270.74,0.61038961038961,0.38961038961039,0,0.012987012987013,0.025974025974026,530.91,1.05924176070349,Breeding,7.78238487243652,9.38175296783447,0.0342475436627865,9.06883144378662,4,18.3751277580583,19.064540975675
47,Acciptriformes,Acciptridae,Elanus,Elanus leucurus,-36.14,-63.8569,314,14,4.72,1.59343245723173,3.48885169642133,0.710191082802548,0.95,1,0.694802997341068,1.1353127412114,0.932933335434301,5.84643877505772,Species,NaN,2.78809290877575,6.17378610390194,463.75,179,54,6,6,8,8,2,12522294.39,0.0191082802547771,0.949044585987261,0.0318471337579618,0,0,NaN,NaN,Non-breeding,15.8374786376953,5.68321943283081,0.0245635155588388,47.1955070495605,8,25.8254028592003,17.466608847275
48,Acciptriformes,Acciptridae,Elanus,Elanus caeruleus,36.14027,3.273,67,5,2.87,2.03344492323211,6.38339045758299,0.835820895522388,1,1,0.72156862745098,0.616224558410736,0.516760855008021,5.55975812779459,Species,2.54944517092557,2.10413415427021,5.43428952807125,220.93,153,54,6,6,12,9,2,26685941.8,0.0447761194029851,0.955223880597015,0,0,0,NaN,NaN,,14.8079690933228,6.80827903747559,0.0211612768471241,41.9908142089844,12,26.1091798413096,17.7503858293842
49,Acciptriformes,Acciptridae,Elanus,Elanus caeruleus,38.7569,7.19027,745,8,3.22,1.38229706507724,2.94268447030052,0.738255033557047,0.95,1,0.847302196630412,0.82158751135523,0.712634092668698,5.55975812779459,Species,3.13549421592915,2.10413415427021,3.13549421592915,14.8,143,55,6,6,13,10,1,26685941.8,0.0335570469798658,0.96241610738255,0.00402684563758389,0,0.0228187919463087,NaN,NaN,,18.0871353149414,4.39165925979614,0.0160901471972466,67.2139282226562,NaN,26.1091798413096,17.7503858293842
50,Acciptriformes,Acciptridae,Elanus,Elanus caeruleus,42.0535,-1.416,151,10,5.36,0.500262299079761,0.662123710785078,0.403973509933775,0.7,1.41428571428571,0.67720977083858,1.60741491802217,1.41368007204425,5.55975812779459,Species,3.13549421592915,2.10413415427021,3.88156379794344,40.3,186,68,5,5,16,11,2,26685941.8,0.185430463576159,0.801324503311258,0,0,0,NaN,NaN,Breeding,14.3664388656616,6.37064743041992,0.0149489380419254,20.3519515991211,12,26.1091798413096,17.7503858293842
51,Acciptriformes,Acciptridae,Elanus,Elanus caeruleus,-24.95,28.55,1777,6,3.29,0.674055076652828,1.03380621159262,0.509848058525605,0.8,1,0.745837081932541,1.09396604119062,1.00981768827635,5.55975812779459,Species,4.80320103648723,3.71649462114691,4.80320103648723,80.78,468,161,11,11,34,44,2,26685941.8,0,0.995498030388295,0.00168823860438942,0,0,NaN,NaN,Year round,19.8583927154541,4.26065874099731,0.0205608569085598,78.6989440917969,7,26.1091798413096,17.7503858293842
52,Acciptriformes,Acciptridae,Haliastur,Haliastur sphenurus,-35.3086,149.53,130,35,11.73,0.809770217491716,0.581631996487695,0.2734375,0.5,5.2,0.335506081220367,2.97580067921021,2.21613022074403,6.62405194749923,Species,7.51328362536041,4.34562195278008,10.1610325305677,25797.86,272,57,6,6,15,16,0,5565646.93,0.4375,0.453125,0.0078125,0.0234375,0,900,1.26076900863698,Breeding,12.3151922225952,5.00218439102173,0.0214855559170246,20.2026233673096,4,18.0084586670635,18.7638988220204
53,Acciptriformes,Acciptridae,Haliaeetus,Haliaeetus leucogaster,-35.3086,149.53,78,26,10.21,0.274532778796085,0.276136653111559,0.194805194805195,0.45,2.95,0.275590867140163,2.64886370933002,2.09987353811988,7.94697489500605,Class,NaN,4.64439089914137,10.1610325305677,25771,272,57,6,6,15,16,0,5127370.7,0.428571428571429,0.0649350649350649,0,0,0,900,1.15247901444608,Breeding,12.3151922225952,5.00218439102173,0.0214855559170246,20.2026233673096,4,19.1459446043227,18.849817434397
