Order,Family,Order,Family,AcceptedGenus_COL,AcceptedName_COL,sp_id,X,Y,Year,Density_km
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.21,45.58,2004,9.20E+00
Primates,Cebidae,Primates,Cebidae,Cebus,Cebus olivaceus,M_99,-61.66666667,3.41666667,1997,9.20E+00
Carnivora,Nandiniidae,Carnivora,Nandiniidae,Nandinia,Nandinia binotata,M_609,12.8,0.6,1972,9.23E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Procapra,Procapra przewalskii,M_441,98.4,37.5,2009,9.25E+00
Perissodactyla,Equidae,Perissodactyla,Equidae,Equus,Equus quagga,M_185,35.583,-3.167,1994,9.26E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Capreolus,Capreolus capreolus,M_91,12.4,41.7,1997,9.26E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.71,46.51,2016,9.28E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.71,46.51,2011,9.28E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.583,-3.167,2010,9.29E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,11.27,46.9,2012,9.29E+00
Primates,Hylobatidae,Primates,Hylobatidae,Hylobates,Hylobates lar,M_242,102.6666667,4.166666667,1987,9.30E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,29.45907539,-15.96544128,1981,9.30E+00
Primates,Atelidae,Primates,Atelidae,Ateles,Ateles geoffroyi,M_44,-90.81666667,16.25833333,2002,9.30E+00
Carnivora,Procyonidae,Carnivora,Procyonidae,Procyon,Procyon lotor,M_444,-79.12,43.05,2007,9.30E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,11.817,43.8,1989,9.30E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Trachypithecus,Trachypithecus obscurus,M_553,102.6666667,4.166666667,1987,9.30E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.57,45.22,2002,9.30E+00
Primates,Pitheciidae,Primates,Pitheciidae,Plecturocebus,Plecturocebus moloch,M_688,-68.333,-8.917,1987,9.30E+00
Microbiotheria,Microbiotheriidae,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,M_781,-73.62,-41.84,2005,9.30E+00
Primates,Pitheciidae,Primates,Pitheciidae,Cacajao,Cacajao calvus,M_61,-72.75,-4.5,2012,9.32E+00
Rodentia,Sciuridae,Rodentia,Sciuridae,Sciurus,Sciurus aestuans,M_697,-40,-18.8,1995,9.33E+00
Primates,Hylobatidae,Primates,Hylobatidae,Hoolock,Hoolock hoolock,M_60,91.65,24.53333333,1990,9.34E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.71,46.51,2015,9.34E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.583,-3.167,2004,9.36E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.03,44.95,2016,9.36E+00
Primates,Lorisidae,Primates,Lorisidae,Perodicticus,Perodicticus potto,M_391,28.58,1.42,2005,9.38E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Colobus,Colobus guereza,M_150,30.36666667,0.566666667,1980,9.40E+00
Rodentia,Cuniculidae,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,M_160,-55.53638889,-29.69694444,2014,9.40E+00
Cingulata,Dasypodidae,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,M_169,-84.65,9.68,1996,9.40E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,M_192,36.05,-0.41,1970,9.40E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,M_252,29.45907539,-15.96544128,1981,9.40E+00
Primates,Pitheciidae,Primates,Pitheciidae,Pithecia,Pithecia albicans,M_424,-66.01666667,-3.316666667,1987,9.40E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.57,45.22,2001,9.40E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.61,45.21,2004,9.40E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.87,45.09,2015,9.40E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.47,46.56,2011,9.40E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Gazella,Gazella dorcas,M_211,29.87,35.05,2005,9.43E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,9.98,47.18,2012,9.43E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Procapra,Procapra przewalskii,M_441,100.8,37.8,2009,9.44E+00
Primates,Lemuridae,Primates,Lemuridae,Eulemur,Eulemur albifrons,M_193,49.135,-15.409,2005,9.45E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,9.33,47.24,2011,9.45E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.14,46.51,2014,9.45E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus natalensis,M_669,36.75,-7.76,2004,9.46E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Ourebia,Ourebia ourebi,M_370,36.6,-11.1,1991,9.48E+00
Cingulata,Dasypodidae,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,M_169,-89.6,17.7,2000,9.49E+00
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Cheirogaleus,Cheirogaleus major,M_138,49.614,-15.188,2005,9.50E+00
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Allocebus,Allocebus trichotis,M_17,49.451,-15.398,2005,9.50E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Lophocebus,Lophocebus albigena,M_278,11.58333333,-0.166666667,1989,9.50E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.7472,5.0214,2014,9.50E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Rupicapra,Rupicapra pyrenaica,M_477,0.42,42.66,2006,9.50E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.57,45.22,2003,9.50E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.48,54.26,2015,9.50E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.79,45.12,2002,9.50E+00
Diprotodontia,Macropodidae,Diprotodontia,Macropodidae,Macropus,Macropus robustus,M_816,141.717,-31.083,1986,9.50E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,M_192,36.05,-0.41,1970,9.51E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.583,-3.167,2005,9.51E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.583,-3.167,1993,9.52E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercocebus,Cercocebus galeritus,M_110,40.1833,-2.2167,2005,9.52E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,2000,9.54E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Rusa,Rusa unicolor,M_478,84.25,27.5,2011,9.55E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Potamochoerus,Potamochoerus porcus,M_604,8.55,5.22,2016,9.56E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,9.33,47.24,2012,9.56E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Lophocebus,Lophocebus albigena,M_278,30.36666667,0.566666667,1996,9.57E+00
Rodentia,Cricetidae,Rodentia,Cricetidae,Peromyscus,Peromyscus leucopus,M_403,-86.3,39.2,2014,9.57E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Gazella,Gazella arabica,M_622,29.87,35.05,2011,9.57E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.36,46.75,2012,9.57E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.71,46.51,2013,9.57E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,11.166,43.132,1986,9.59E+00
Cetartiodactyla,Tayassuidae,Cetartiodactyla,Tayassuidae,Tayassu,Tayassu pecari,M_541,-89.6,17.35,2001,9.59E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercopithecus,Cercopithecus cephus,M_115,11.58333333,-0.166666667,1989,9.60E+00
Cingulata,Dasypodidae,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,M_169,-52.5,-22.5,1995,9.60E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Philantomba,Philantomba monticola,M_415,10.35,-2.5,2011,9.60E+00
Primates,Atelidae,Primates,Atelidae,Ateles,Ateles chamek,M_43,-66.01666667,-3.316666667,1987,9.60E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Presbytis,Presbytis femoralis,M_432,103.4333333,2.833333333,1978,9.60E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Rusa,Rusa unicolor,M_478,79.25833333,21.74166667,1995,9.60E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Semnopithecus,Semnopithecus entellus,M_502,81.333,28.583,1976,9.60E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Bos,Bos frontalis,M_53,76.11,12,1986,9.60E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Trachypithecus,Trachypithecus obscurus,M_553,103.15,2.733333333,1978,9.60E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.47,45.34,1999,9.60E+00
Primates,Pitheciidae,Primates,Pitheciidae,Cheracebus,Cheracebus torquatus,M_75,-69.51666667,-1.083333333,2002,9.60E+00
Perissodactyla,Equidae,Perissodactyla,Equidae,Equus,Equus quagga,M_185,35.583,-3.167,1992,9.62E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.39,46.82,2012,9.67E+00
Primates,Atelidae,Primates,Atelidae,Lagothrix,Lagothrix lagothricha,M_257,-71.7,-12.1,2006,9.70E+00
Primates,Callitrichidae,Primates,Callitrichidae,Leontocebus,Leontocebus fuscicollis,M_481,-65.433,-4.833,1987,9.70E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,76.5,26.01,2000,9.70E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Sylvicapra,Sylvicapra grimmia,M_517,-18.083,-33.166,1990,9.70E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.39,45.26,2001,9.70E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.4,45.36,2014,9.70E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.4,45.36,2014,9.70E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.47,45.34,1997,9.70E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.583,-3.167,1998,9.71E+00
Primates,Callitrichidae,Primates,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,M_263,-39.08333333,-15.33333333,1980,9.75E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,M_192,35.583,-3.167,1970,9.76E+00
Primates,Cebidae,Primates,Cebidae,Cebus,Cebus albifrons,M_94,-75.6,-0.95,2005,9.77E+00
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta seniculus,M_25,-72.796,11.127,2011,9.77E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,11.166,43.132,1987,9.77E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,8.517,47.7,2003,9.78E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus californicus,M_639,-111.14,25.98,2012,9.79E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,1995,9.80E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,M_252,29.45907539,-15.96544128,1971,9.80E+00
Primates,Pitheciidae,Primates,Pitheciidae,Pithecia,Pithecia albicans,M_424,-64.483,-4.5,1987,9.80E+00
Primates,Pitheciidae,Primates,Pitheciidae,Pithecia,Pithecia albicans,M_424,-65.26666667,-4.85,1988,9.80E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Presbytis,Presbytis rubicunda,M_437,117.8,4.966666667,1987,9.80E+00
Carnivora,Procyonidae,Carnivora,Procyonidae,Procyon,Procyon lotor,M_444,-75.833,44.75,2004,9.80E+00
Primates,Callitrichidae,Primates,Callitrichidae,Leontocebus,Leontocebus fuscicollis,M_481,-65.26666667,-4.85,1988,9.80E+00
Cetartiodactyla,Tayassuidae,Cetartiodactyla,Tayassuidae,Tayassu,Tayassu pecari,M_541,-71.8,-5.46,2006,9.80E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,7.5855,47.4805,2014,9.80E+00
Microbiotheria,Microbiotheriidae,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,M_781,-73.62,-41.84,2006,9.80E+00
Primates,Cebidae,Primates,Cebidae,Sapajus,Sapajus libidinosus,M_97,-47.904,-15.942,1992,9.80E+00
Perissodactyla,Equidae,Perissodactyla,Equidae,Equus,Equus quagga,M_185,35.583,-3.167,1970,9.83E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.14,46.51,2009,9.84E+00
Diprotodontia,Macropodidae,Diprotodontia,Macropodidae,Macropus,Macropus robustus,M_816,141.717,-31.083,1985,9.85E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Dama,Dama dama,M_164,12.4,41.7,1997,9.86E+00
Primates,Hylobatidae,Primates,Hylobatidae,Hylobates,Hylobates moloch,M_243,109.6,-7.091666667,1994,9.90E+00
Primates,Atelidae,Primates,Atelidae,Lagothrix,Lagothrix lagothricha,M_260,-74.16666667,2.66666667,1992,9.90E+00
Primates,Lepilemuridae,Primates,Lepilemuridae,Lepilemur,Lepilemur microdon,M_269,47.417,-20.717,2003,9.90E+00
Primates,Pitheciidae,Primates,Pitheciidae,Pithecia,Pithecia irrorata,M_425,-72.78333333,-8.666666667,1987,9.90E+00
Carnivora,Procyonidae,Carnivora,Procyonidae,Procyon,Procyon lotor,M_444,-79.12,43.05,1994,9.90E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Semnopithecus,Semnopithecus johnii,M_552,77.375,8.65,2008,9.90E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.54,45.19,2004,9.90E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Procapra,Procapra gutturosa,M_867,116.2,41.1,2002,9.90E+00
Rodentia,Cricetidae,Rodentia,Cricetidae,Phenacomys,Phenacomys intermedius,M_412,-119.57,50.07,2010,9.93E+00
Rodentia,Sciuridae,Rodentia,Sciuridae,Tamias,Tamias striatus,M_528,-86.3,39.2,2016,9.93E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.583,-3.167,2007,9.94E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus spekii,M_563,31.9,1.3,2016,9.94E+00
Primates,Cebidae,Primates,Cebidae,Sapajus,Sapajus nigritus,M_98,-52.33333333,-22.5,1995,9.96E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.583,-3.167,2001,9.97E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.21,45.58,2005,9.99E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercocebus,Cercocebus atys,M_109,-7.45,5.866666667,1976,1.00E+01
Rodentia,Dasyproctidae,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,M_168,-56.65,-18.98,2003,1.00E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,M_192,36.05,-0.41,1970,1.00E+01
Primates,Lemuridae,Primates,Lemuridae,Eulemur,Eulemur collaris,M_195,46.851,-24.76,2001,1.00E+01
Primates,Lemuridae,Primates,Lemuridae,Eulemur,Eulemur collaris,M_195,46.851,-24.76,1999,1.00E+01
Primates,Lemuridae,Primates,Lemuridae,Eulemur,Eulemur collaris,M_195,46.77,-24.94,2001,1.00E+01
Primates,Lemuridae,Primates,Lemuridae,Eulemur,Eulemur rubriventer,M_200,48.8,-16.283,2004,1.00E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Gazella,Gazella bennettii,M_210,70.3,21.3,2019,1.00E+01
Primates,Hylobatidae,Primates,Hylobatidae,Hylobates,Hylobates lar,M_242,102.6666667,4.166666667,1987,1.00E+01
Primates,Lemuridae,Primates,Lemuridae,Lemur,Lemur catta,M_261,46.559,-24.968,2000,1.00E+01
Primates,Lemuridae,Primates,Lemuridae,Lemur,Lemur catta,M_261,46.559,-24.968,1999,1.00E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Macaca,Macaca nemestrina,M_288,117.8,4.966666667,1987,1.00E+01
Rodentia,Cricetidae,Rodentia,Cricetidae,Abrothrix,Abrothrix longipilis,M_3,-71.10609066,-31.51100871,1988,1.00E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Antilope,Antilope cervicapra,M_30,70.3,21.3,2019,1.00E+01
Primates,Cheirogaleidae,Primates,Cheirogaleidae,Microcebus,Microcebus rufus,M_312,48.95,-14.18333333,1996,1.00E+01
Rodentia,Muridae,Rodentia,Muridae,Mus,Mus minutoides,M_321,28.167,-18.167,1992,1.00E+01
Rodentia,Muridae,Rodentia,Muridae,Mus,Mus minutoides,M_321,28.167,-18.167,1992,1.00E+01
Rodentia,Sciuridae,Rodentia,Sciuridae,Paraxerus,Paraxerus cepapi,M_385,28.167,-18.167,1992,1.00E+01
Primates,Indriidae,Primates,Indriidae,Avahi,Avahi laniger,M_46,48.95,-14.18333333,1996,1.00E+01
Rodentia,Muridae,Rodentia,Muridae,Thallomys,Thallomys paedulcus,M_543,28.167,-18.167,1992,1.00E+01
Rodentia,Dasyproctidae,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,M_576,-59.767,-2.442,2005,1.00E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.65,45.14,2001,1.00E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,7.47,47.1977,2010,1.00E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.61,45.21,2001,1.00E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,2002,1.00E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,2014,1.00E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,2012,1.00E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus americanus,M_589,-138.0828,60.97097,2013,1.00E+01
Rodentia,Hystricidae,Rodentia,Hystricidae,Atherurus,Atherurus africanus,M_605,8.74,5.58,2016,1.00E+01
Carnivora,Nandiniidae,Carnivora,Nandiniidae,Nandinia,Nandinia binotata,M_609,12.8,0.6,1972,1.00E+01
Carnivora,Canidae,Carnivora,Canidae,Vulpes,Vulpes vulpes,M_648,-2.64,51.51,1995,1.00E+01
Diprotodontia,Phalangeridae,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus vulpecula,M_652,170.48,-45.86,2019,1.00E+01
Diprotodontia,Phalangeridae,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus vulpecula,M_652,170.5,-45.87,2019,1.00E+01
Rodentia,Muridae,Rodentia,Muridae,Acomys,Acomys spinosissimus,M_8,28.167,-18.167,1992,1.00E+01
Perissodactyla,Equidae,Perissodactyla,Equidae,Equus,Equus quagga,M_185,35.583,-3.167,1989,1.00E+01
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,11.166,43.132,1989,1.00E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.17,45.86,2004,1.00E+01
Perissodactyla,Equidae,Perissodactyla,Equidae,Equus,Equus quagga,M_185,35.583,-3.167,1996,1.01E+01
Didelphimorphia,Didelphidae,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana,M_174,-88.7588,35.9197,1987,1.01E+01
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta guariba,M_20,-40.58333333,-19.725,1989,1.01E+01
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta palliata,M_22,-85.5,10.95,1987,1.01E+01
Carnivora,Procyonidae,Carnivora,Procyonidae,Procyon,Procyon lotor,M_444,-79.12,43.05,1999,1.01E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus spekii,M_563,31.9,1.3,2015,1.01E+01
Primates,Pitheciidae,Primates,Pitheciidae,Cheracebus,Cheracebus lugens,M_67,-64.483,-4.5,1987,1.01E+01
Primates,Pitheciidae,Primates,Pitheciidae,Cheracebus,Cheracebus purinus,M_73,-65.26666667,-4.85,1988,1.01E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Rhinopithecus,Rhinopithecus roxellana,M_785,99.567,26.867,2003,1.01E+01
Primates,Cebidae,Primates,Cebidae,Cebus,Cebus albifrons,M_94,-71.7,-12.1,2006,1.01E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Connochaetes,Connochaetes taurinus,M_155,35.583,-3.167,2007,1.01E+01
Primates,Callitrichidae,Primates,Callitrichidae,Saguinus,Saguinus geoffroyi,M_482,-77.73333333,8.133333333,1983,1.01E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Procapra,Procapra przewalskii,M_441,100.5,37.05,2009,1.02E+01
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus nippon,M_611,-139.42,36.75,2011,1.02E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Aepyceros,Aepyceros melampus,M_11,36.05,-0.41,1971,1.02E+01
Primates,Cebidae,Primates,Cebidae,Sapajus,Sapajus nigritus,M_98,-48.91666667,-22.78333333,1995,1.02E+01
Rodentia,Sciuridae,Rodentia,Sciuridae,Ratufa,Ratufa indica,M_464,75.6,13.4,1998,1.02E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Papio,Papio hamadryas,M_382,38.55,15.3,1997,1.02E+01
Primates,Cebidae,Primates,Cebidae,Saimiri,Saimiri boliviensis,M_493,-65.26666667,-4.85,1988,1.02E+01
Primates,Cebidae,Primates,Cebidae,Saimiri,Saimiri sciureus,M_495,-64.483,-4.5,1987,1.02E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.57,45.21,2009,1.02E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.61,45.21,2008,1.02E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.61,45.21,2007,1.02E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,7.47,47.1977,2011,1.02E+01
Primates,Pitheciidae,Primates,Pitheciidae,Plecturocebus,Plecturocebus hoffmannsi,M_699,-56.09333333,-2.99944444,2000,1.02E+01
Primates,Cebidae,Primates,Cebidae,Sapajus,Sapajus macrocephalus,M_706,-72.75,-4.5,1995,1.02E+01
Primates,Cebidae,Primates,Cebidae,Sapajus,Sapajus nigritus,M_98,-40.58333333,-19.725,1989,1.02E+01
Primates,Pitheciidae,Primates,Pitheciidae,Callicebus,Callicebus personatus,M_72,-40,-18.8,1995,1.02E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.26,46.97,2004,1.03E+01
Perissodactyla,Equidae,Perissodactyla,Equidae,Equus,Equus quagga,M_185,35.583,-3.167,1995,1.03E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.583,-3.167,1987,1.03E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mitis,M_124,36,-8.16,2011,1.03E+01
Primates,Hylobatidae,Primates,Hylobatidae,Hylobates,Hylobates lar,M_242,102.6666667,4.166666667,1987,1.03E+01
Primates,Cercopithecidae,Primates,Cercopithecidae,Papio,Papio anubis,M_380,36.29,-0.51,1970,1.03E+01
Primates,Atelidae,Primates,Atelidae,Ateles,Ateles belzebuth,M_42,-61.66666667,3.41666667,1997,1.03E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus spekii,M_563,31.9,1.3,2016,1.03E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.66,45.09,2000,1.03E+01
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.79,45.12,2010,1.03E+01
Primates,Pitheciidae,Primates,Pitheciidae,Callicebus,Callicebus nigrifrons,M_69,-42.475,-20.75833333,1996,1.03E+01
Primates,Atelidae,Primates,Atelidae,Ateles,Ateles paniscus,M_45,-51.35,0.55,2013,1.03E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Philantomba,Philantomba monticola,M_415,8.55,5.22,2016,1.03E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,M_192,36.05,-0.41,1970,1.04E+01
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,6.021,46.185,2005,1.04E+01
Chiroptera,Pteropodidae,Chiroptera,Pteropodidae,Pteropus,Pteropus samoensis,M_711,-170.81,-14.31,1995,1.04E+01
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,M_192,35.583,-3.167,1972,1.04E+01
