Order,Family,Order,Family,AcceptedGenus_COL,AcceptedName_COL,sp_id,X,Y,Year,Density_km
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,38.7,-6,1992,6.50E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,M_562,38.7,-6,1992,6.50E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,M_562,38.27,-4.18,1991,6.50E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,96.76667,26.7,2003,6.60E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-48.2,-24.6,2008,6.60E-03
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,13.7,-19.3,2005,6.70E-03
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,19.6,-19.6,2004,6.70E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Redunca,Redunca fulvorufula,M_466,35.9,-18.8,1994,6.70E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2010,6.70E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Oryx,Oryx gazella,M_361,26.56,-19,1996,6.80E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,23.4538,-33.8341,2014,6.90E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,19.93,-34.5,2011,6.90E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,M_564,34.05,-7.02,1993,6.90E-03
Carnivora,Felidae,Carnivora,Felidae,Neofelis,Neofelis nebulosa,M_618,95.5,20.25,2015,6.90E-03
Carnivora,Canidae,Carnivora,Canidae,Lycaon,Lycaon pictus,M_281,38.25,-7.583,1993,7.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,103.4417,20.33333,2005,7.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,81.36667,23.81667,2018,7.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,80.23,28.85,2008,7.00E-03
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus arctos,M_574,-115.5,51.2,2014,7.00E-03
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus arctos,M_574,-115.5,51.2,2012,7.00E-03
Carnivora,Felidae,Carnivora,Felidae,Uncia,Uncia uncia,M_756,101.5822,43.181,2007,7.00E-03
Carnivora,Felidae,Carnivora,Felidae,Uncia,Uncia uncia,M_756,101.5822,43.181,2007,7.00E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,72.75,36.17,2006,7.00E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-120.65,59.8,2015,7.00E-03
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,33.5,-19.1,1998,7.10E-03
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,38.4,-16.6,2002,7.10E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus derbianus,M_538,-9.5,12.5,1997,7.10E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2010,7.20E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-129,59.5,1980,7.20E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-148.5,64,1976,7.30E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,100.9167,5.166667,1998,7.40E-03
Carnivora,Felidae,Carnivora,Felidae,Uncia,Uncia uncia,M_756,74,37.55,2012,7.40E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-122,58.5,2015,7.40E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-85.9,48.2,1979,7.40E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,75.042,34.142,2013,7.44E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Oryx,Oryx beisa,M_360,35.9,0.6,1993,7.50E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,M_564,35.9,0.6,1993,7.50E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,21.5439,-33.679,2011,7.56E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Aepyceros,Aepyceros melampus,M_11,23.42,-17.2,1991,7.60E-03
Cetartiodactyla,Hippopotamidae,Cetartiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus amphibius,M_233,37.6,-2.9,2013,7.60E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus equinus,M_234,23.42,-17.2,1991,7.60E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,M_562,23.42,-17.2,1991,7.60E-03
Carnivora,Felidae,Carnivora,Felidae,Neofelis,Neofelis diardi,M_621,101.9,-2.24,2005,7.67E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Ourebia,Ourebia ourebi,M_370,31.54,-2.46,1990,7.70E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus campestris,M_458,20.6,-18.8,1988,7.80E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Bos,Bos javanicus,M_687,118.7,5.2,2012,7.80E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,M_192,38.3,-1.7,1993,8.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,90.93,26.7,2010,8.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,99.55722,12.05167,2007,8.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,101.9833,-0.25833,2008,8.00E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,31.87,-21.6,1995,8.00E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus angasii,M_558,31.87,-21.6,1993,8.00E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,M_562,31.14,-5.77,1990,8.00E-03
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus arctos,M_574,-115.5,51.2,2013,8.00E-03
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus arctos,M_574,-128.9,58.6,1979,8.00E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-77,47,1982,8.00E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus,M_13,37.6,-2.9,2010,8.10E-03
Carnivora,Hyaenidae,Carnivora,Hyaenidae,Crocuta,Crocuta crocuta,M_157,33.1689,-12.9092,2016,8.10E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,95.66,20.41,2014,8.10E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-129,59.5,1978,8.10E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,M_252,20.4,7.5,1995,8.20E-03
Carnivora,Felidae,Carnivora,Felidae,Puma,Puma concolor,M_456,-110.412,43.607,2005,8.20E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Litocranius,Litocranius walleri,M_277,38.27,-4.18,1996,8.30E-03
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,-7.1,5.6,2002,8.30E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,76.5,11.26667,2018,8.30E-03
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Przewalskium,Przewalskium albirostre,M_454,92,35.83,1991,8.33E-03
Carnivora,Felidae,Carnivora,Felidae,Neofelis,Neofelis diardi,M_621,117.25,5.416,2009,8.37E-03
Carnivora,Felidae,Carnivora,Felidae,Puma,Puma concolor,M_456,-106.5,36,2017,8.40E-03
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus americanus,M_575,-92.5,37,2012,8.42E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,78.98,16.3,2010,8.50E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,77.6,11.78333,2018,8.50E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,78.98,16.3,2014,8.50E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,77.375,8.65,2007,8.60E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,101.1667,-0.25833,2006,8.60E-03
Carnivora,Felidae,Carnivora,Felidae,Neofelis,Neofelis nebulosa,M_618,95.5,20.25,2015,8.60E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,101.9833,-0.25833,2007,8.70E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,80.958,28.425,2008,8.70E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-54.4,-25.7,2004,8.70E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Aepyceros,Aepyceros melampus,M_11,38.2,0.093,1995,8.80E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus lunatus,M_166,17.94,9.294,1996,8.80E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus lunatus,M_166,17.94,9.294,1996,8.80E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Litocranius,Litocranius walleri,M_277,38.2,0.093,1995,8.80E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Oryx,Oryx beisa,M_360,38.2,0.093,1995,8.80E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,77.31,8.68,2014,8.80E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,76.68333,10.18333,2018,8.80E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,101.9833,-0.25833,2005,8.90E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-54.2,-25.85,2008,8.90E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus vardonii,M_256,24.5,-18.5,1993,9.00E-03
Carnivora,Canidae,Carnivora,Canidae,Lycaon,Lycaon pictus,M_281,35,-3,1974,9.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,16.34,-26.23,2013,9.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,92.875,27.08333,2014,9.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2010,9.00E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,74.9,35.8,2006,9.00E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,73.3,36.36,2006,9.00E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,78.98,16.3,2018,9.10E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,M_562,31.05,-4.23,1994,9.10E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,M_562,31.05,-4.23,1994,9.10E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2010,9.10E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-53.7,-26.6,2008,9.10E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,84.8413,27.3414,2018,9.20E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Redunca,Redunca fulvorufula,M_466,31.6,-24,1993,9.20E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,92.875,27.08333,2010,9.30E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Redunca,Redunca redunca,M_467,32.7,0.3,1995,9.30E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-54.4,-25.7,2006,9.30E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,102,-0.5,2005,9.40E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,80.95833,28.45,2009,9.40E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,M_564,31.3,-6.92,1991,9.40E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-129.25,58.4,1978,9.40E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Litocranius,Litocranius walleri,M_277,37.6,-2.9,2010,9.50E-03
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,2.6,11.9,2003,9.50E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,80.075,21.275,2014,9.50E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus spekii,M_563,23,-18,1988,9.50E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2009,9.50E-03
Carnivora,Mustelidae,Carnivora,Mustelidae,Martes,Martes pennanti,M_644,-113.063,53.381,2016,9.50E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,23.15,-33.9,2013,9.60E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,19.89212,-34.6332,2012,9.60E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,80.23645,28.8854,2018,9.60E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Redunca,Redunca redunca,M_467,37.44,-8.85,1994,9.60E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2009,9.60E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-128.5,57.8,1977,9.60E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,M_564,31.22165,-6.88103,2009,9.62E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,92.875,27.08333,2006,9.70E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,81.93285,28.1535,2018,9.70E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Redunca,Redunca redunca,M_467,38.27,-4.18,1991,9.70E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,M_564,34.65,-7.53,1993,9.70E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2009,9.70E-03
Carnivora,Mustelidae,Carnivora,Mustelidae,Gulo,Gulo gulo,M_662,-132.951,56.811,2008,9.70E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-129,59.5,1981,9.70E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Litocranius,Litocranius walleri,M_277,37.6,-2.9,2013,9.80E-03
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,30.6,-1.6,2002,9.80E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Redunca,Redunca redunca,M_467,38.7,-6,1992,9.80E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,M_564,38.5,4.9,1995,9.80E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2009,9.80E-03
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2009,9.80E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-129.25,58.4,1979,9.80E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-132.8,55.8,2014,9.90E-03
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-110.7,55.7,2016,9.90E-03
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Alcelaphus,Alcelaphus caama,M_14,17.3,-20.3,2009,1.00E-02
Carnivora,Hyaenidae,Carnivora,Hyaenidae,Crocuta,Crocuta crocuta,M_157,16,-19,2008,1.00E-02
Perissodactyla,Rhinocerotidae,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,M_171,35.583,-3.167,2003,1.00E-02
Perissodactyla,Rhinocerotidae,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,M_171,35.583,-3.167,1986,1.00E-02
Perissodactyla,Rhinocerotidae,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,M_171,35.583,-3.167,2011,1.00E-02
Perissodactyla,Rhinocerotidae,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,M_171,38.16,-2.97,2009,1.00E-02
Perissodactyla,Rhinocerotidae,Perissodactyla,Rhinocerotidae,Diceros,Diceros bicornis,M_171,35.583,-3.167,1992,1.00E-02
Cetartiodactyla,Hippopotamidae,Cetartiodactyla,Hippopotamidae,Hippopotamus,Hippopotamus amphibius,M_233,38.7,-6,1990,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,M_252,35.583,-3.167,2009,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,M_252,35.583,-3.167,2005,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,M_252,35.583,-3.167,2003,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,M_252,34.69,-6.72,1990,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus ellipsiprymnus,M_252,35.583,-3.167,2003,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Litocranius,Litocranius walleri,M_277,35.9,0.6,1993,1.00E-02
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,35.583,-3.167,1996,1.00E-02
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,30.8,-12.4,1991,1.00E-02
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,35.583,-3.167,1993,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera leo,M_376,35.25,-2.35,2003,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera leo,M_376,35.25,-2.35,2006,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera leo,M_376,35.25,-2.35,1978,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,17.23333,-20.2833,2006,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,55.7134,31.5023,2016,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,107.3051,12.93618,2014,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,107.3051,12.93618,2014,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,99.55722,12.05167,2009,1.00E-02
Primates,Cercopithecidae,Primates,Cercopithecidae,Papio,Papio cynocephalus,M_381,31.2,-6.9,1995,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Puma,Puma concolor,M_456,-110.412,43.607,2004,1.00E-02
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Rusa,Rusa unicolor,M_478,102.5,4.772178,2000,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus oryx,M_539,35.583,-3.167,1973,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus oryx,M_539,35.583,-3.167,2001,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus oryx,M_539,35.583,-3.167,2012,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus imberbis,M_561,36.34,3.96,1994,1.00E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,M_564,31.2,-6.9,1995,1.00E-02
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus arctos,M_574,-115.5,51.2,2014,1.00E-02
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis adustus,M_733,35.25,-2.35,1978,1.00E-02
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis adustus,M_733,35.25,-2.35,2006,1.00E-02
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis adustus,M_733,35.25,-2.35,1987,1.00E-02
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-129,59.5,1977,1.00E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,31.22165,-6.88103,2009,1.01E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus niger,M_235,33.44,-11,1996,1.01E-02
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,36.5,-2.8,2002,1.01E-02
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus arctos,M_574,-145.8,63.8,1992,1.01E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2009,1.01E-02
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,38.3,0.5,2002,1.02E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,86.33333,21.75,2019,1.02E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,76.46667,11.13333,2018,1.02E-02
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus arctos,M_574,-145.8,63.8,1986,1.03E-02
Carnivora,Felidae,Carnivora,Felidae,Neofelis,Neofelis diardi,M_621,117.58,5.58,2010,1.04E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus lunatus,M_166,20.6,-18.8,1988,1.04E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera pardus,M_377,90.3844,27.28273,2007,1.04E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Sylvicapra,Sylvicapra grimmia,M_517,20.6,-18.8,1988,1.04E-02
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-129.25,58.4,1980,1.04E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,84,27.33335,2013,1.05E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,M_562,2.5,12,1991,1.05E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2009,1.06E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-109.2,29.49,2009,1.06E-02
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus arctos,M_574,-146.6,63.7,1987,1.07E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-53.7,-26.6,2008,1.07E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-54.4,-25.7,2004,1.07E-02
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-132.8,55.8,2014,1.07E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,89.40833,21.96667,2014,1.08E-02
Primates,Cercopithecidae,Primates,Cercopithecidae,Papio,Papio anubis,M_380,37.6,-2.9,2007,1.08E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Redunca,Redunca fulvorufula,M_466,13.9,8.3,1998,1.08E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,96.76667,26.7,2003,1.09E-02
Carnivora,Felidae,Carnivora,Felidae,Lynx,Lynx lynx,M_671,7.33,46.5,2007,1.09E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,81.93285,28.1535,2018,1.10E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,84.8413,27.3414,2018,1.10E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,81.93285,28.1535,2013,1.10E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Redunca,Redunca fulvorufula,M_466,31.52,-13,1994,1.10E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,M_562,34.48,2.91,1995,1.10E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,77.10833,10.39167,2018,1.11E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus oryx,M_539,34,-12.8,1996,1.11E-02
Carnivora,Ursidae,Carnivora,Ursidae,Ursus,Ursus arctos,M_574,18,61,2002,1.11E-02
Carnivora,Felidae,Carnivora,Felidae,Neofelis,Neofelis diardi,M_621,101.51,-2.98,2005,1.11E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus lunatus,M_166,35.34,12.48,1997,1.12E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus lunatus,M_166,35.34,12.48,1997,1.12E-02
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,-7.1,6.7,1997,1.12E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera tigris,M_378,84.1,27.33,2010,1.12E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.34,12.48,1997,1.12E-02
Carnivora,Felidae,Carnivora,Felidae,Panthera,Panthera onca,M_580,-71.37,6.05,2014,1.12E-02
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis lupus,M_90,-129.25,58.4,1977,1.12E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus equinus,M_234,29.7,-16.1,1995,1.13E-02
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus niger,M_235,34.75,-16.2,1996,1.13E-02
