DataSet,RaptorScientificName,IDLevel,PreyClass,PreyOrder,PreyScientificName,CountInt,PreyMass,PreyFamily
3103,Tyto alba,Species,Mammalia,Rodentia,Gerbilliscus leucogaster,642,73.75,Muridae
3104,Tyto alba,Species,Mammalia,Rodentia,Steatomys pratensis,18,48.0,Nesomyidae
3104,Tyto alba,Species,Mammalia,Rodentia,Micaelamys namaquensis,24,57.1,Muridae
3104,Tyto alba,Species,Mammalia,Rodentia,Saccostomus campestris,24,51.23,Nesomyidae
3104,Tyto alba,Species,Mammalia,Rodentia,Aethomys chrysophilus,29,74.85,Muridae
3104,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura hirta,40,15.8,Soricidae
3104,Tyto alba,Species,Mammalia,Rodentia,Gerbilliscus leucogaster,70,73.75,Muridae
3104,Tyto alba,Species,Mammalia,Rodentia,Mastomys natalensis,77,54.54,Muridae
3120,Tyto alba,Suborder,Mammalia,Chiroptera,Microchiroptera,1,0.0,
3120,Tyto alba,Genus,Mammalia,Rodentia,Thallomys sp,1,84.705,
3120,Tyto alba,Family,Insecta,Coleoptera,Scarabaeidae,1,0.0,
3120,Tyto alba,Genus,Mammalia,Eulipotyphla,Crocidura sp,2,11.623255813953481,
3120,Tyto alba,Family,Mammalia,Eulipotyphla,Soricidae,2,0.0,
3120,Tyto alba,Class,Aves,,Aves,3,0.0,
3120,Tyto alba,Genus,Mammalia,Rodentia,Mastomys sp,3,51.02375,
3120,Tyto alba,Genus,Mammalia,Rodentia,Steatomys sp,14,30.819999999999997,
3120,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,19,14.116315789473687,
3120,Tyto alba,Subfamily,Mammalia,Rodentia,Murinae,48,0.0,
3121,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,1,25.0,Muridae
3121,Tyto alba,Family,Reptilia,Squamata,Agamidae,1,0.0,
3121,Tyto alba,Family,Mammalia,Dasyuromorphia,Dasyuridae,5,0.0,
3121,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,8,20.0,Dasyuridae
3121,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,10,16.25,Muridae
3121,Tyto alba,Family,Reptilia,Squamata,Gekkonidae,10,0.0,
3121,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,15,0.0,
3121,Tyto alba,Order,Insecta,Orthoptera,Orthoptera,18,0.0,
3121,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,28,20.0,Muridae
3121,Tyto alba,Family,Reptilia,Squamata,Scincidae,30,0.0,
3121,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,31,12.0,Muridae
3121,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,51,35.0,Muridae
3122,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,1,25.0,Muridae
3122,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,1,20.0,Dasyuridae
3122,Tyto alba,Family,Mammalia,Dasyuromorphia,Dasyuridae,1,0.0,
3122,Tyto alba,Family,Reptilia,Squamata,Scincidae,1,0.0,
3122,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,1,0.0,
3122,Tyto alba,Class,Insecta,,Insecta,1,0.0,
3122,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,2,16.25,Muridae
3122,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,2,20.0,Muridae
3122,Tyto alba,Family,Mammalia,Rodentia,Muridae,2,0.0,
3122,Tyto alba,Family,Reptilia,Squamata,Gekkonidae,2,0.0,
3122,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,13,12.0,Muridae
3122,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,21,35.0,Muridae
3123,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,1,16.25,Muridae
3123,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,1,20.0,Muridae
3123,Tyto alba,Species,Mammalia,Dasyuromorphia,Pseudantechinus macdonnellensis,1,32.5,Dasyuridae
3123,Tyto alba,Family,Mammalia,Dasyuromorphia,Dasyuridae,2,0.0,
3123,Tyto alba,Class,Aves,,Aves,2,0.0,
3123,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,3,25.0,Muridae
3123,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,4,10.1,Dasyuridae
3123,Tyto alba,Class,Insecta,,Insecta,5,0.0,
3123,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,6,20.0,Dasyuridae
3123,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,7,12.0,Muridae
3123,Tyto alba,Family,Mammalia,Rodentia,Muridae,7,0.0,
3123,Tyto alba,Class,Reptilia,,Reptilia,15,0.0,
3123,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,28,35.0,Muridae
3124,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,1,16.25,Muridae
3124,Tyto alba,Species,Mammalia,Rodentia,Notomys amplus,1,90.0,Muridae
3124,Tyto alba,Family,Mammalia,Dasyuromorphia,Dasyuridae,1,0.0,
3124,Tyto alba,Genus,Aves,Charadriiformes,Turnix sp,1,0.0,
3124,Tyto alba,Class,Aves,,Aves,1,0.0,
3124,Tyto alba,Order,Insecta,Orthoptera,Orthoptera,1,0.0,
3124,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,2,20.0,Dasyuridae
3124,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,2,10.1,Dasyuridae
3124,Tyto alba,Class,Insecta,,Insecta,2,0.0,
3124,Tyto alba,Order,Insecta,Diptera,Diptera,4,0.0,
3124,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,5,20.0,Muridae
3124,Tyto alba,Species,Mammalia,Rodentia,Pseudomys nanus,7,34.0,Muridae
3124,Tyto alba,Family,Mammalia,Rodentia,Muridae,7,0.0,
3124,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,8,0.0,
3124,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,10,25.0,Muridae
3124,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,62,12.0,Muridae
3124,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,167,35.0,Muridae
3125,Tyto alba,Family,Mammalia,Dasyuromorphia,Dasyuridae,1,0.0,
3125,Tyto alba,Genus,Mammalia,Chiroptera,Eptesicus sp,1,11.704347826086956,
3125,Tyto alba,Species,Aves,Passeriformes,Poephila guttata,1,0.0,
3125,Tyto alba,Class,Aves,,Aves,1,0.0,
3125,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,2,0.0,
3125,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,3,16.25,Muridae
3125,Tyto alba,Species,Mammalia,Rodentia,Pseudomys nanus,4,34.0,Muridae
3125,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,4,20.0,Muridae
3125,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,4,20.0,Dasyuridae
3125,Tyto alba,Family,Reptilia,Squamata,Gekkonidae,4,0.0,
3125,Tyto alba,Order,Insecta,Orthoptera,Orthoptera,4,0.0,
3125,Tyto alba,Family,Mammalia,Rodentia,Muridae,5,0.0,
3125,Tyto alba,Class,Reptilia,,Reptilia,7,0.0,
3125,Tyto alba,Family,Reptilia,Squamata,Scincidae,9,0.0,
3125,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,10,25.0,Muridae
3125,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,24,12.0,Muridae
3125,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,80,35.0,Muridae
3126,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,1,16.25,Muridae
3126,Tyto alba,Family,Mammalia,Rodentia,Muridae,1,0.0,
3126,Tyto alba,Class,Aves,,Aves,1,0.0,
3126,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,2,20.0,Muridae
3126,Tyto alba,Class,Insecta,,Insecta,2,0.0,
3126,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,3,10.1,Dasyuridae
3126,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,12,12.0,Muridae
3126,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,55,35.0,Muridae
3127,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,1,12.0,Muridae
3127,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,62,35.0,Muridae
3128,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,1,25.0,Muridae
3128,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,1,20.0,Muridae
3128,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,2,12.0,Muridae
3128,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,2,10.1,Dasyuridae
3128,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,3,20.0,Dasyuridae
3128,Tyto alba,Family,Mammalia,Dasyuromorphia,Dasyuridae,3,0.0,
3128,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,13,16.25,Muridae
3128,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,24,35.0,Muridae
3129,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,1,12.0,Muridae
3129,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,40,35.0,Muridae
3130,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,1,20.0,Muridae
3130,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,1,10.1,Dasyuridae
3130,Tyto alba,Genus,Mammalia,Chiroptera,Eptesicus sp,3,11.704347826086956,
3130,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,4,25.0,Muridae
3130,Tyto alba,Class,Reptilia,,Reptilia,5,0.0,
3130,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,6,12.0,Muridae
3130,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,20,35.0,Muridae
3131,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,1,20.0,Muridae
3131,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,1,10.1,Dasyuridae
3131,Tyto alba,Class,Aves,,Aves,2,0.0,
3131,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,3,20.0,Dasyuridae
3131,Tyto alba,Class,Reptilia,,Reptilia,5,0.0,
3131,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,6,25.0,Muridae
3131,Tyto alba,Family,Mammalia,Dasyuromorphia,Dasyuridae,7,0.0,
3131,Tyto alba,Class,Insecta,,Insecta,7,0.0,
3131,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,8,12.0,Muridae
3131,Tyto alba,Family,Mammalia,Rodentia,Muridae,8,0.0,
3131,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,25,16.25,Muridae
3131,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,78,35.0,Muridae
3132,Tyto alba,Genus,Mammalia,Dasyuromorphia,Ningaui sp,1,7.066666666666666,
3132,Tyto alba,Family,Mammalia,Dasyuromorphia,Dasyuridae,1,0.0,
3132,Tyto alba,Class,Insecta,,Insecta,1,0.0,
3132,Tyto alba,Class,Reptilia,,Reptilia,2,0.0,
3132,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,3,20.0,Dasyuridae
3132,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,4,10.1,Dasyuridae
3132,Tyto alba,Family,Mammalia,Rodentia,Muridae,10,0.0,
3132,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,15,25.0,Muridae
3132,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,19,12.0,Muridae
3132,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,76,16.25,Muridae
3132,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,106,35.0,Muridae
3133,Tyto alba,Species,Mammalia,Dasyuromorphia,Pseudantechinus macdonnellensis,1,32.5,Dasyuridae
3133,Tyto alba,Species,Aves,Passeriformes,Poephila guttata,1,0.0,
3133,Tyto alba,Genus,Aves,Passeriformes,Artamus sp,1,0.0,
3133,Tyto alba,Family,Aves,Passeriformes,Meliphagidae,1,0.0,
3133,Tyto alba,Family,Reptilia,Squamata,Agamidae,4,0.0,
3133,Tyto alba,Class,Insecta,,Insecta,5,0.0,
3133,Tyto alba,Class,Aves,,Aves,6,0.0,
3133,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,8,10.1,Dasyuridae
3133,Tyto alba,Family,Reptilia,Squamata,Scincidae,9,0.0,
3133,Tyto alba,Family,Mammalia,Dasyuromorphia,Dasyuridae,10,0.0,
3133,Tyto alba,Genus,Aves,Charadriiformes,Turnix sp,12,0.0,
3133,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,15,25.0,Muridae
3133,Tyto alba,Family,Reptilia,Squamata,Gekkonidae,15,0.0,
3133,Tyto alba,Family,Mammalia,Rodentia,Muridae,17,0.0,
3133,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,21,0.0,
3133,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,22,12.0,Muridae
3133,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,31,16.25,Muridae
3133,Tyto alba,Order,Insecta,Orthoptera,Orthoptera,31,0.0,
3133,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,33,20.0,Dasyuridae
3133,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,45,35.0,Muridae
3133,Tyto alba,Species,Mammalia,Rodentia,Pseudomys nanus,106,34.0,Muridae
3133,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,128,20.0,Muridae
3134,Tyto alba,Species,Mammalia,Rodentia,Pseudomys nanus,1,34.0,Muridae
3134,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,1,35.0,Muridae
3134,Tyto alba,Species,Mammalia,Chiroptera,Saccolaimus flaviventris,1,42.13,Emballonuridae
3134,Tyto alba,Class,Reptilia,,Reptilia,1,0.0,
3134,Tyto alba,Species,Mammalia,Rodentia,Leggadina forresti,2,20.0,Muridae
3134,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,2,20.0,Dasyuridae
3134,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,2,10.1,Dasyuridae
3134,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,4,12.0,Muridae
3134,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,4,25.0,Muridae
3134,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,8,16.25,Muridae
3135,Tyto alba,Family,Mammalia,Rodentia,Muridae,2,0.0,
3135,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,3,16.25,Muridae
3135,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,3,10.1,Dasyuridae
3135,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,9,25.0,Muridae
3135,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,14,12.0,Muridae
3135,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,55,35.0,Muridae
3136,Tyto alba,Family,Mammalia,Rodentia,Muridae,1,0.0,
3136,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis macroura,1,20.0,Dasyuridae
3136,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,2,16.25,Muridae
3136,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,2,25.0,Muridae
3136,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,2,0.0,
3136,Tyto alba,Class,Aves,,Aves,7,0.0,
3136,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,8,12.0,Muridae
3136,Tyto alba,Class,Reptilia,,Reptilia,12,0.0,
3136,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,20,35.0,Muridae
3137,Tyto alba,Family,Mammalia,Rodentia,Muridae,1,0.0,
3137,Tyto alba,Species,Mammalia,Dasyuromorphia,Sminthopsis youngsoni,1,10.1,Dasyuridae
3137,Tyto alba,Class,Insecta,,Insecta,1,0.0,
3137,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,2,16.25,Muridae
3137,Tyto alba,Species,Mammalia,Dasyuromorphia,Pseudantechinus macdonnellensis,2,32.5,Dasyuridae
3137,Tyto alba,Class,Aves,,Aves,2,0.0,
3137,Tyto alba,Species,Mammalia,Rodentia,Pseudomys desertor,11,25.0,Muridae
3137,Tyto alba,Species,Mammalia,Rodentia,Pseudomys hermannsburgensis,12,12.0,Muridae
3137,Tyto alba,Species,Mammalia,Rodentia,Notomys alexis,61,35.0,Muridae
3138,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,1,5.19,Soricidae
3138,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,1,10.0,Soricidae
3138,Tyto alba,Species,Mammalia,Eulipotyphla,Talpa europaea,1,77.0,Talpidae
3138,Tyto alba,Species,Mammalia,Rodentia,Microtus lavernedii,1,40.0,Cricetidae
3138,Tyto alba,Species,Mammalia,Rodentia,Apodemus flavicollis,1,26.7,Muridae
3138,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,2,9.82,Soricidae
3138,Tyto alba,Species,Mammalia,Rodentia,Apodemus agrarius,2,23.3,Muridae
3138,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,2,30.45,Muridae
3138,Tyto alba,Species,Mammalia,Rodentia,Micromys minutus,2,6.0,Muridae
3138,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,29,28.0,Cricetidae
3139,Tyto alba,Species,Mammalia,Rodentia,Microtus lavernedii,1,40.0,Cricetidae
3139,Tyto alba,Species,Mammalia,Rodentia,Apodemus flavicollis,1,26.7,Muridae
3139,Tyto alba,Species,Mammalia,Rodentia,Microtus subterraneus,2,19.5,Cricetidae
3139,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,2,120.0,Cricetidae
3139,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,3,5.19,Soricidae
3139,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,3,10.0,Soricidae
3139,Tyto alba,Species,Mammalia,Eulipotyphla,Neomys anomalus,3,16.0,Soricidae
3139,Tyto alba,Species,Mammalia,Rodentia,Muscardinus avellanarius,3,27.5,Gliridae
3139,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,3,30.45,Muridae
3139,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,3,16.25,Muridae
3139,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,4,28.3265,
3139,Tyto alba,Species,Mammalia,Rodentia,Mus spicilegus,5,14.0,Muridae
3139,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,6,9.82,Soricidae
3139,Tyto alba,Species,Mammalia,Rodentia,Rattus norvegicus,7,338.33,Muridae
3139,Tyto alba,Species,Mammalia,Rodentia,Apodemus agrarius,10,23.3,Muridae
3139,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,25,28.0,Cricetidae
3140,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,1,10.0,Soricidae
3140,Tyto alba,Species,Mammalia,Eulipotyphla,Neomys anomalus,1,16.0,Soricidae
3140,Tyto alba,Species,Mammalia,Chiroptera,Nyctalus noctula,1,28.0,Vespertilionidae
3140,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,1,14.116315789473687,
3140,Tyto alba,Genus,Mammalia,Rodentia,Rattus sp,1,165.95184615384613,
3140,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,1,0.0,
3140,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,2,9.82,Soricidae
3140,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,3,28.3265,
3140,Tyto alba,Species,Amphibia,Anura,Pelobates fuscus,3,0.0,
3140,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,4,120.0,Cricetidae
3140,Tyto alba,Class,Aves,,Aves,4,0.0,
3140,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,5,30.45,Muridae
3140,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,6,5.19,Soricidae
3140,Tyto alba,Species,Mammalia,Rodentia,Mus spicilegus,6,14.0,Muridae
3140,Tyto alba,Species,Mammalia,Rodentia,Apodemus flavicollis,8,26.7,Muridae
3140,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,12,16.25,Muridae
3140,Tyto alba,Species,Mammalia,Rodentia,Apodemus agrarius,20,23.3,Muridae
3140,Tyto alba,Species,Mammalia,Rodentia,Rattus norvegicus,20,338.33,Muridae
3140,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,144,28.0,Cricetidae
3141,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex minutus,1,4.5,Soricidae
3141,Tyto alba,Genus,Amphibia,Anura,Rana sp,1,0.0,
3141,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,1,0.0,
3141,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,2,16.25,Muridae
3141,Tyto alba,Species,Mammalia,Rodentia,Rattus norvegicus,4,338.33,Muridae
3141,Tyto alba,Species,Mammalia,Rodentia,Muscardinus avellanarius,5,27.5,Gliridae
3141,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,5,30.45,Muridae
3141,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,6,120.0,Cricetidae
3141,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,6,28.3265,
3141,Tyto alba,Species,Mammalia,Rodentia,Mus spicilegus,8,14.0,Muridae
3141,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,9,10.0,Soricidae
3141,Tyto alba,Species,Mammalia,Rodentia,Apodemus flavicollis,12,26.7,Muridae
3141,Tyto alba,Species,Mammalia,Eulipotyphla,Neomys anomalus,16,16.0,Soricidae
3141,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,26,9.82,Soricidae
3141,Tyto alba,Species,Mammalia,Rodentia,Apodemus agrarius,37,23.3,Muridae
3141,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,42,5.19,Soricidae
3141,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,178,28.0,Cricetidae
3142,Tyto alba,Species,Mammalia,Rodentia,Clethrionomys glareolus,1,20.73,Cricetidae
3142,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,1,14.116315789473687,
3142,Tyto alba,Order,Insecta,Coleoptera,Coleoptera,1,0.0,
3142,Tyto alba,Species,Mammalia,Eulipotyphla,Sorex araneus,2,10.0,Soricidae
3142,Tyto alba,Species,Mammalia,Rodentia,Rattus norvegicus,2,338.33,Muridae
3142,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,3,120.0,Cricetidae
3142,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,3,16.25,Muridae
3142,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,4,9.82,Soricidae
3142,Tyto alba,Species,Mammalia,Rodentia,Apodemus flavicollis,4,26.7,Muridae
3142,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,4,28.3265,
3142,Tyto alba,Species,Mammalia,Rodentia,Mus spicilegus,6,14.0,Muridae
3142,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,11,30.45,Muridae
3142,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,15,5.19,Soricidae
3142,Tyto alba,Species,Mammalia,Rodentia,Apodemus agrarius,18,23.3,Muridae
3142,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,139,28.0,Cricetidae
3143,Tyto alba,Species,Mammalia,Eulipotyphla,Neomys anomalus,1,16.0,Soricidae
3143,Tyto alba,Species,Mammalia,Rodentia,Muscardinus avellanarius,1,27.5,Gliridae
3143,Tyto alba,Species,Mammalia,Rodentia,Micromys minutus,1,6.0,Muridae
3143,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,1,14.116315789473687,
3143,Tyto alba,Genus,Mammalia,Rodentia,Rattus sp,1,165.95184615384613,
3143,Tyto alba,Class,Aves,,Aves,1,0.0,
3143,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,2,120.0,Cricetidae
3143,Tyto alba,Species,Mammalia,Rodentia,Apodemus flavicollis,6,26.7,Muridae
3143,Tyto alba,Species,Mammalia,Rodentia,Rattus norvegicus,6,338.33,Muridae
3143,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,11,28.3265,
3143,Tyto alba,Species,Mammalia,Rodentia,Apodemus agrarius,16,23.3,Muridae
3143,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,22,5.19,Soricidae
3143,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,23,30.45,Muridae
3143,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,26,16.25,Muridae
3143,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,31,9.82,Soricidae
3143,Tyto alba,Species,Mammalia,Rodentia,Mus spicilegus,31,14.0,Muridae
3143,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,321,28.0,Cricetidae
3144,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,1,5.19,Soricidae
3144,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,11,28.0,Cricetidae
3145,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,1,120.0,Cricetidae
3145,Tyto alba,Species,Mammalia,Rodentia,Clethrionomys glareolus,1,20.73,Cricetidae
3145,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,1,16.25,Muridae
3145,Tyto alba,Species,Mammalia,Rodentia,Mus spicilegus,1,14.0,Muridae
3145,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,3,30.45,Muridae
3145,Tyto alba,Species,Mammalia,Eulipotyphla,Neomys anomalus,4,16.0,Soricidae
3145,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,4,28.3265,
3145,Tyto alba,Species,Mammalia,Rodentia,Apodemus flavicollis,5,26.7,Muridae
3145,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura leucodon,10,9.82,Soricidae
3145,Tyto alba,Species,Mammalia,Rodentia,Apodemus agrarius,19,23.3,Muridae
3145,Tyto alba,Species,Mammalia,Eulipotyphla,Crocidura suaveolens,28,5.19,Soricidae
3145,Tyto alba,Species,Mammalia,Rodentia,Microtus arvalis,134,28.0,Cricetidae
3146,Tyto alba,Species,Mammalia,Rodentia,Arvicola amphibius,1,120.0,Cricetidae
3146,Tyto alba,Genus,Mammalia,Rodentia,Apodemus sp,1,28.3265,
3146,Tyto alba,Genus,Mammalia,Rodentia,Mus sp,1,14.116315789473687,
3146,Tyto alba,Species,Amphibia,Anura,Pelobates fuscus,1,0.0,
3146,Tyto alba,Species,Mammalia,Rodentia,Apodemus sylvaticus,2,30.45,Muridae
3146,Tyto alba,Species,Mammalia,Rodentia,Mus musculus,4,16.25,Muridae
3146,Tyto alba,Species,Mammalia,Rodentia,Rattus norvegicus,4,338.33,Muridae
3146,Tyto alba,Species,Mammalia,Rodentia,Apodemus flavicollis,5,26.7,Muridae
3146,Tyto alba,Species,Mammalia,Rodentia,Mus spicilegus,7,14.0,Muridae
